date,week_id,year_week,sku,units_ordered,units_delivered,units_sold,revenue,contribution,service_level
2025-08-11,50,2025-W33,CFCL-355,982,946,845,30253.65,15887.67,0.9633401221995926
2025-08-11,50,2025-W33,CFMO-355,602,586,490,20142.01,10296.72,0.973421926910299
2025-08-11,50,2025-W33,CFVN-355,756,732,650,25461.2,13271.86,0.9682539682539683
2025-08-11,50,2025-W33,ENRG-473,540,525,444,20478.55,9956.36,0.9722222222222222
2025-08-11,50,2025-W33,FRTR-500,843,806,692,21087.06,11247.34,0.9561091340450771
2025-08-11,50,2025-W33,TELM-500,910,874,740,21156.52,11625.4,0.9604395604395605
2025-08-18,51,2025-W34,CFCL-355,954,917,791,28588.59,15132.63,0.9612159329140462
2025-08-18,51,2025-W34,CFMO-355,600,585,481,19714.47,10044.16,0.975
2025-08-18,51,2025-W34,CFVN-355,758,736,614,23879.17,12357.99,0.9709762532981531
2025-08-18,51,2025-W34,ENRG-473,544,528,463,21178.57,10199.51,0.9705882352941176
2025-08-18,51,2025-W34,FRTR-500,822,789,654,20321.36,11016.380000000001,0.9598540145985401
2025-08-18,51,2025-W34,TELM-500,889,860,735,21210.99,11738.67,0.9673790776152981
2025-08-25,52,2025-W35,CFCL-355,1064,1015,895,31794.54,16560.1,0.9539473684210527
2025-08-25,52,2025-W35,CFMO-355,666,646,548,22357.42,11333.56,0.96996996996997
2025-08-25,52,2025-W35,CFVN-355,812,782,657,25586.45,13250.98,0.9630541871921182
2025-08-25,52,2025-W35,ENRG-473,544,524,448,20625.71,9995.89,0.9632352941176471
2025-08-25,52,2025-W35,FRTR-500,827,799,668,20474.920000000002,10965.04,0.966142684401451
2025-08-25,52,2025-W35,TELM-500,906,867,733,20953.49,11501.27,0.956953642384106
2025-09-01,53,2025-W36,CFCL-355,1030,994,842,30392.71,16051.77,0.9650485436893204
2025-09-01,53,2025-W36,CFMO-355,635,615,476,19687.12,10105.88,0.968503937007874
2025-09-01,53,2025-W36,CFVN-355,817,786,698,27191.289999999997,14078.24,0.9620563035495716
2025-09-01,53,2025-W36,ENRG-473,529,512,402,18753.47,9209.35,0.9678638941398866
2025-09-01,53,2025-W36,FRTR-500,832,800,679,20839.74,11167.449999999999,0.9615384615384616
2025-09-01,53,2025-W36,TELM-500,897,865,767,22105.66,12209.039999999999,0.9643255295429208
2025-09-08,54,2025-W37,CFCL-355,1037,997,886,31837.28,16737.89,0.9614271938283511
2025-09-08,54,2025-W37,CFMO-355,655,630,530,21729.04,11054.42,0.9618320610687023
2025-09-08,54,2025-W37,CFVN-355,801,778,688,26909.45,13976.38,0.9712858926342073
2025-09-08,54,2025-W37,ENRG-473,536,518,431,20092.3,9853.64,0.9664179104477612
2025-09-08,54,2025-W37,FRTR-500,827,786,684,21089.36,11339.93,0.9504232164449818
2025-09-08,54,2025-W37,TELM-500,890,864,755,21857.18,12109.529999999999,0.9707865168539326
2025-09-15,55,2025-W38,CFCL-355,1036,995,908,32587.91,17104.2,0.9604247104247104
2025-09-15,55,2025-W38,CFMO-355,664,639,542,22009.21,11086.41,0.9623493975903614
2025-09-15,55,2025-W38,CFVN-355,794,757,663,26057.62,13587.03,0.9534005037783375
2025-09-15,55,2025-W38,ENRG-473,549,527,421,19198.89,9191.72,0.9599271402550091
2025-09-15,55,2025-W38,FRTR-500,815,787,688,21383.2,11570.91,0.9656441717791411
2025-09-15,55,2025-W38,TELM-500,882,846,758,21840.8,12048.46,0.9591836734693877
2025-09-22,56,2025-W39,CFCL-355,1029,987,863,31376.99,16651.96,0.9591836734693877
2025-09-22,56,2025-W39,CFMO-355,648,629,550,22678.69,11587.98,0.970679012345679
2025-09-22,56,2025-W39,CFVN-355,798,772,667,26195.24,13641.83,0.9674185463659147
2025-09-22,56,2025-W39,ENRG-473,531,512,391,18115.86,8816.16,0.9642184557438794
2025-09-22,56,2025-W39,FRTR-500,810,785,689,21332.57,11500.13,0.9691358024691358
2025-09-22,56,2025-W39,TELM-500,904,867,801,23078.13,12724.18,0.959070796460177
2025-09-29,57,2025-W40,CFCL-355,1039,995,895,32077.03,16796.84,0.9576515880654476
2025-09-29,57,2025-W40,CFMO-355,661,641,517,20995.73,10564.33,0.9697428139183056
2025-09-29,57,2025-W40,CFVN-355,801,767,694,27413.98,14344.74,0.9575530586766542
2025-09-29,57,2025-W40,ENRG-473,530,517,430,20134.989999999998,9901.61,0.9754716981132076
2025-09-29,57,2025-W40,FRTR-500,831,808,654,20138.14,10799.56,0.9723225030084236
2025-09-29,57,2025-W40,TELM-500,876,840,713,20694.75,11472.789999999999,0.958904109589041
2025-10-06,58,2025-W41,CFCL-355,1058,1011,870,31186.3,16324.01,0.9555765595463138
2025-10-06,58,2025-W41,CFMO-355,644,616,542,22492.42,11549.78,0.9565217391304348
2025-10-06,58,2025-W41,CFVN-355,806,783,713,27974.57,14539.31,0.9714640198511166
2025-10-06,58,2025-W41,ENRG-473,552,533,418,19135.76,9181.87,0.9655797101449275
2025-10-06,58,2025-W41,FRTR-500,812,788,679,21194.95,11493.56,0.9704433497536946
2025-10-06,58,2025-W41,TELM-500,902,870,763,22025.53,12150.96,0.9645232815964523
2025-10-13,59,2025-W42,CFCL-355,1048,998,885,31896.41,16768.72,0.9522900763358778
2025-10-13,59,2025-W42,CFMO-355,666,641,544,22380.01,11390.59,0.9624624624624625
2025-10-13,59,2025-W42,CFVN-355,813,783,689,26917.68,13926.93,0.9630996309963099
2025-10-13,59,2025-W42,ENRG-473,534,519,452,21109.3,10339.55,0.9719101123595506
2025-10-13,59,2025-W42,FRTR-500,836,803,695,21398.489999999998,11462.63,0.9605263157894737
2025-10-13,59,2025-W42,TELM-500,924,875,755,21610.2,11833.26,0.946969696969697
2025-10-20,60,2025-W43,CFCL-355,1047,999,891,32385.5,17146.3,0.9541547277936963
2025-10-20,60,2025-W43,CFMO-355,656,636,524,21634.43,11042.61,0.9695121951219512
2025-10-20,60,2025-W43,CFVN-355,798,775,713,28032.32,14581.01,0.9711779448621554
2025-10-20,60,2025-W43,ENRG-473,541,521,439,20496.12,10029.7,0.9630314232902033
2025-10-20,60,2025-W43,FRTR-500,824,792,614,19113.0,10329.91,0.9611650485436893
2025-10-20,60,2025-W43,TELM-500,906,874,747,21610.86,11931.81,0.9646799116997793
2025-10-27,61,2025-W44,CFCL-355,1041,1011,863,31347.760000000002,16578.52,0.9711815561959655
2025-10-27,61,2025-W44,CFMO-355,659,634,550,22721.51,11597.54,0.9620637329286799
2025-10-27,61,2025-W44,CFVN-355,820,789,678,26557.16,13758.56,0.9621951219512195
2025-10-27,61,2025-W44,ENRG-473,540,524,445,20729.3,10113.54,0.9703703703703703
2025-10-27,61,2025-W44,FRTR-500,826,795,691,21520.14,11629.6,0.9624697336561744
2025-10-27,61,2025-W44,TELM-500,914,878,764,21971.5,12066.3,0.9606126914660832
2025-11-03,62,2025-W45,CFCL-355,1073,1030,976,35225.56,18512.489999999998,0.9599254426840633
2025-11-03,62,2025-W45,CFMO-355,669,647,556,23022.72,11770.68,0.9671150971599403
2025-11-03,62,2025-W45,CFVN-355,838,806,655,25636.29,13264.37,0.9618138424821002
2025-11-03,62,2025-W45,ENRG-473,551,532,456,21114.05,10229.42,0.9655172413793104
2025-11-03,62,2025-W45,FRTR-500,838,808,668,20708.51,11141.45,0.964200477326969
2025-11-03,62,2025-W45,TELM-500,918,889,778,22357.71,12264.84,0.9684095860566448
2025-11-10,63,2025-W46,CFCL-355,1060,1014,889,32062.46,16830.11,0.9566037735849057
2025-11-10,63,2025-W46,CFMO-355,663,644,603,24936.47,12725.92,0.971342383107089
2025-11-10,63,2025-W46,CFVN-355,823,795,659,25903.84,13449.0,0.9659781287970839
2025-11-10,63,2025-W46,ENRG-473,548,535,419,19475.46,9468.039999999999,0.9762773722627737
2025-11-10,63,2025-W46,FRTR-500,849,810,717,22148.05,11873.1,0.9540636042402827
2025-11-10,63,2025-W46,TELM-500,906,879,749,21891.14,12168.73,0.9701986754966887
2025-11-17,64,2025-W47,CFCL-355,1186,1140,1009,36762.08,19463.23,0.9612141652613828
2025-11-17,64,2025-W47,CFMO-355,747,716,591,24571.01,12596.38,0.9585006693440429
2025-11-17,64,2025-W47,CFVN-355,924,892,765,30264.01,15797.25,0.9653679653679653
2025-11-17,64,2025-W47,ENRG-473,613,598,503,23633.95,11613.05,0.9755301794453507
2025-11-17,64,2025-W47,FRTR-500,953,911,815,25252.56,13566.16,0.9559286463798531
2025-11-17,64,2025-W47,TELM-500,1026,994,864,25098.7,13876.86,0.9688109161793372
2025-11-24,65,2025-W48,CFCL-355,1216,1172,972,35118.36,18443.99,0.9638157894736842
2025-11-24,65,2025-W48,CFMO-355,760,725,626,25857.29,13165.93,0.9539473684210527
2025-11-24,65,2025-W48,CFVN-355,939,896,815,32255.42,16833.79,0.9542066027689031
2025-11-24,65,2025-W48,ENRG-473,621,607,466,21762.63,10619.32,0.9774557165861514
2025-11-24,65,2025-W48,FRTR-500,946,905,806,25092.17,13527.98,0.9566596194503171
2025-11-24,65,2025-W48,TELM-500,1052,1010,884,25686.97,14198.58,0.9600760456273765
2025-12-01,66,2025-W49,CFCL-355,1200,1153,987,36021.27,19079.47,0.9608333333333333
2025-12-01,66,2025-W49,CFMO-355,773,745,578,23735.07,12009.83,0.963777490297542
2025-12-01,66,2025-W49,CFVN-355,938,909,827,32702.71,17044.78,0.9690831556503199
2025-12-01,66,2025-W49,ENRG-473,626,603,478,22414.78,10977.65,0.963258785942492
2025-12-01,66,2025-W49,FRTR-500,971,938,834,26080.22,14107.2,0.9660144181256437
2025-12-01,66,2025-W49,TELM-500,1031,994,886,25835.3,14314.01,0.9641125121241513
2025-12-08,67,2025-W50,CFCL-355,1239,1185,1061,38344.16,20121.31,0.9564164648910412
2025-12-08,67,2025-W50,CFMO-355,764,734,596,24725.42,12627.85,0.9607329842931938
2025-12-08,67,2025-W50,CFVN-355,948,912,821,32175.48,16621.78,0.9620253164556962
2025-12-08,67,2025-W50,ENRG-473,618,595,542,25489.42,12513.3,0.9627831715210357
2025-12-08,67,2025-W50,FRTR-500,978,945,799,24759.690000000002,13282.32,0.9662576687116564
2025-12-08,67,2025-W50,TELM-500,1032,995,937,27537.84,15346.05,0.9641472868217055
2025-12-15,68,2025-W51,CFCL-355,1268,1227,1023,37083.49,19502.76,0.9676656151419558
2025-12-15,68,2025-W51,CFMO-355,778,750,620,25708.91,13116.7,0.9640102827763496
2025-12-15,68,2025-W51,CFVN-355,953,920,794,31102.05,16050.97,0.9653725078698846
2025-12-15,68,2025-W51,ENRG-473,624,605,497,23392.01,11486.13,0.969551282051282
2025-12-15,68,2025-W51,FRTR-500,984,936,795,24644.38,13217.6,0.9512195121951219
2025-12-15,68,2025-W51,TELM-500,1069,1029,937,27232.82,15033.81,0.9625818521983162
2025-12-22,69,2025-W52,CFCL-355,1239,1190,1005,36522.91,19241.35,0.96045197740113
2025-12-22,69,2025-W52,CFMO-355,761,733,638,26693.74,13728.34,0.9632063074901446
2025-12-22,69,2025-W52,CFVN-355,997,959,865,33565.47,17158.78,0.9618856569709128
2025-12-22,69,2025-W52,ENRG-473,639,614,545,25246.43,12182.960000000001,0.9608763693270735
2025-12-22,69,2025-W52,FRTR-500,967,925,848,26714.4,14518.61,0.9565667011375388
2025-12-22,69,2025-W52,TELM-500,1073,1033,879,25691.690000000002,14241.01,0.9627213420316869
2025-12-29,70,2025-W01,CFCL-355,1031,992,891,32409.47,17079.12,0.962172647914646
2025-12-29,70,2025-W01,CFMO-355,618,603,473,19990.56,10372.35,0.9757281553398058
2025-12-29,70,2025-W01,CFVN-355,794,765,685,26868.4,13868.07,0.9634760705289672
2025-12-29,70,2025-W01,ENRG-473,570,551,467,21947.22,10746.83,0.9666666666666667
2025-12-29,70,2025-W01,FRTR-500,884,848,746,23148.58,12413.39,0.9592760180995475
2025-12-29,70,2025-W01,TELM-500,950,914,790,23001.75,12704.24,0.9621052631578947
2026-01-05,71,2026-W02,CFCL-355,1020,986,843,30891.37,16378.25,0.9666666666666667
2026-01-05,71,2026-W02,CFMO-355,653,634,541,22495.09,11487.880000000001,0.9709035222052067
2026-01-05,71,2026-W02,CFVN-355,788,754,667,26491.44,13825.2,0.9568527918781726
2026-01-05,71,2026-W02,ENRG-473,568,553,459,21647.84,10632.65,0.9735915492957746
2026-01-05,71,2026-W02,FRTR-500,881,851,739,22984.18,12343.36,0.9659477866061293
2026-01-05,71,2026-W02,TELM-500,946,911,805,23580.65,13081.480000000001,0.9630021141649049
2026-01-12,72,2026-W03,CFCL-355,1045,997,868,31528.36,16575.86,0.9540669856459331
2026-01-12,72,2026-W03,CFMO-355,636,619,510,21376.04,10993.16,0.9732704402515723
2026-01-12,72,2026-W03,CFVN-355,812,787,623,24638.13,12800.37,0.9692118226600985
2026-01-12,72,2026-W03,ENRG-473,576,558,484,22755.21,11133.07,0.96875
2026-01-12,72,2026-W03,FRTR-500,910,872,741,22875.05,12199.07,0.9582417582417583
2026-01-12,72,2026-W03,TELM-500,969,936,806,23539.6,13021.23,0.9659442724458205
2026-01-19,73,2026-W04,CFCL-355,1048,1003,926,33763.8,17802.83,0.9570610687022901
2026-01-19,73,2026-W04,CFMO-355,652,634,516,21498.52,10987.35,0.9723926380368099
2026-01-19,73,2026-W04,CFVN-355,810,777,694,27498.39,14303.79,0.9592592592592593
2026-01-19,73,2026-W04,ENRG-473,574,561,460,21791.05,10738.76,0.9773519163763066
2026-01-19,73,2026-W04,FRTR-500,912,875,801,24897.48,13350.28,0.9594298245614035
2026-01-19,73,2026-W04,TELM-500,975,934,804,23534.18,13035.6,0.9579487179487179
2026-01-26,74,2026-W05,CFCL-355,1063,1023,901,32623.350000000002,17083.91,0.9623706491063029
2026-01-26,74,2026-W05,CFMO-355,663,635,541,22418.15,11391.19,0.9577677224736049
2026-01-26,74,2026-W05,CFVN-355,825,793,730,28701.77,14814.48,0.9612121212121212
2026-01-26,74,2026-W05,ENRG-473,591,571,448,21071.010000000002,10300.67,0.9661590524534687
2026-01-26,74,2026-W05,FRTR-500,897,858,734,22942.26,12354.62,0.9565217391304348
2026-01-26,74,2026-W05,TELM-500,997,961,843,24487.22,13472.67,0.9638916750250752
2026-02-02,75,2026-W06,CFCL-355,1056,1014,943,34270.83,17997.44,0.9602272727272727
2026-02-02,75,2026-W06,CFMO-355,648,625,510,21302.68,10901.5,0.9645061728395061
2026-02-02,75,2026-W06,CFVN-355,803,788,694,27841.239999999998,14630.94,0.9813200498132005
2026-02-02,75,2026-W06,ENRG-473,582,561,453,21352.24,10455.26,0.9639175257731959
2026-02-02,75,2026-W06,FRTR-500,908,876,758,23766.670000000002,12826.35,0.9647577092511013
2026-02-02,75,2026-W06,TELM-500,984,949,838,24501.73,13546.15,0.9644308943089431
2026-02-09,76,2026-W07,CFCL-355,1044,998,907,33273.83,17612.41,0.9559386973180076
2026-02-09,76,2026-W07,CFMO-355,673,649,559,23189.54,11782.18,0.9643387815750372
2026-02-09,76,2026-W07,CFVN-355,818,785,651,25872.17,13473.02,0.9596577017114915
2026-02-09,76,2026-W07,ENRG-473,594,572,476,22288.4,10831.24,0.9629629629629629
2026-02-09,76,2026-W07,FRTR-500,911,877,725,22616.44,12146.1,0.9626783754116356
2026-02-09,76,2026-W07,TELM-500,989,955,862,25183.45,13907.43,0.9656218402426694
2026-02-16,77,2026-W08,CFCL-355,1066,1029,901,32981.590000000004,17414.55,0.9652908067542214
2026-02-16,77,2026-W08,CFMO-355,668,648,555,23113.94,11781.48,0.9700598802395209
2026-02-16,77,2026-W08,CFVN-355,817,781,665,26509.79,13836.51,0.95593635250918
2026-02-16,77,2026-W08,ENRG-473,595,570,492,23044.16,11194.89,0.957983193277311
2026-02-16,77,2026-W08,FRTR-500,913,877,774,24192.23,13007.66,0.9605695509309967
2026-02-16,77,2026-W08,TELM-500,982,950,827,24268.79,13444.32,0.9674134419551935
2026-02-23,78,2026-W09,CFCL-355,1074,1035,884,32430.350000000002,17147.97,0.9636871508379888
2026-02-23,78,2026-W09,CFMO-355,672,654,565,23503.91,11960.46,0.9732142857142857
2026-02-23,78,2026-W09,CFVN-355,822,787,732,29045.05,15086.7,0.9574209245742092
2026-02-23,78,2026-W09,ENRG-473,597,580,463,21595.61,10438.18,0.9715242881072027
2026-02-23,78,2026-W09,FRTR-500,909,874,710,22405.670000000002,12139.91,0.9614961496149615
2026-02-23,78,2026-W09,TELM-500,996,953,840,24504.98,13503.71,0.9568273092369478
2026-03-02,79,2026-W10,CFCL-355,1065,1024,903,33233.6,17613.57,0.9615023474178404
2026-03-02,79,2026-W10,CFMO-355,665,640,560,23547.57,12099.46,0.9624060150375939
2026-03-02,79,2026-W10,CFVN-355,843,813,726,28636.89,14784.69,0.9644128113879004
2026-03-02,79,2026-W10,ENRG-473,598,573,505,23591.989999999998,11415.279999999999,0.9581939799331104
2026-03-02,79,2026-W10,FRTR-500,926,884,807,25118.5,13443.3,0.9546436285097192
2026-03-02,79,2026-W10,TELM-500,988,947,844,24943.91,13883.68,0.958502024291498
2026-03-09,80,2026-W11,CFCL-355,1080,1035,905,33197.68,17533.81,0.9583333333333334
2026-03-09,80,2026-W11,CFMO-355,679,649,545,22703.25,11555.21,0.9558173784977909
2026-03-09,80,2026-W11,CFVN-355,835,808,678,27131.51,14187.46,0.9676646706586827
2026-03-09,80,2026-W11,ENRG-473,595,572,512,24108.54,11755.69,0.9613445378151261
2026-03-09,80,2026-W11,FRTR-500,912,880,740,23342.61,12630.44,0.9649122807017544
2026-03-09,80,2026-W11,TELM-500,1004,964,848,24896.059999999998,13776.9,0.9601593625498008
2026-03-16,81,2026-W12,CFCL-355,1058,1014,871,32121.15,17036.84,0.9584120982986768
2026-03-16,81,2026-W12,CFMO-355,681,659,546,22771.86,11596.74,0.9676945668135095
2026-03-16,81,2026-W12,CFVN-355,855,816,749,29547.61,15239.62,0.9543859649122807
2026-03-16,81,2026-W12,ENRG-473,611,591,520,24443.56,11890.310000000001,0.967266775777414
2026-03-16,81,2026-W12,FRTR-500,969,929,823,25828.57,13907.84,0.9587203302373581
2026-03-16,81,2026-W12,TELM-500,1051,1009,845,24728.72,13642.32,0.9600380589914367
2026-03-23,82,2026-W13,CFCL-355,1098,1043,960,35180.41,18544.86,0.9499089253187614
2026-03-23,82,2026-W13,CFMO-355,671,644,531,22492.920000000002,11618.52,0.9597615499254843
2026-03-23,82,2026-W13,CFVN-355,852,813,701,27702.2,14303.3,0.954225352112676
2026-03-23,82,2026-W13,ENRG-473,599,579,524,24851.04,12193.82,0.9666110183639399
2026-03-23,82,2026-W13,FRTR-500,964,918,754,23629.75,12702.0,0.9522821576763485
2026-03-23,82,2026-W13,TELM-500,1044,999,865,25606.34,14250.710000000001,0.9568965517241379
2026-03-30,83,2026-W14,CFCL-355,1078,1032,988,36346.71,19215.94,0.9573283858998145
2026-03-30,83,2026-W14,CFMO-355,666,642,565,23786.76,12209.0,0.963963963963964
2026-03-30,83,2026-W14,CFVN-355,833,802,716,28688.77,14995.09,0.9627851140456183
2026-03-30,83,2026-W14,ENRG-473,599,576,490,23095.6,11252.64,0.9616026711185309
2026-03-30,83,2026-W14,FRTR-500,952,917,800,25173.53,13572.27,0.9632352941176471
2026-03-30,83,2026-W14,TELM-500,1047,1004,850,24956.54,13791.38,0.958930276981853
2026-04-06,84,2026-W15,CFCL-355,1079,1038,911,33518.67,17713.68,0.9620018535681186
2026-04-06,84,2026-W15,CFMO-355,678,653,564,23567.8,12003.8,0.9631268436578171
2026-04-06,84,2026-W15,CFVN-355,850,819,722,28550.46,14733.92,0.9635294117647059
2026-04-06,84,2026-W15,ENRG-473,596,584,492,23524.28,11625.96,0.9798657718120806
2026-04-06,84,2026-W15,FRTR-500,966,932,780,24420.68,13102.67,0.9648033126293996
2026-04-06,84,2026-W15,TELM-500,1036,996,882,26083.74,14491.39,0.9613899613899614
2026-04-13,85,2026-W16,CFCL-355,1089,1046,960,34969.729999999996,18304.829999999998,0.960514233241506
2026-04-13,85,2026-W16,CFMO-355,669,650,527,22288.33,11476.68,0.9715994020926756
2026-04-13,85,2026-W16,CFVN-355,846,812,699,27808.69,14424.449999999999,0.9598108747044918
2026-04-13,85,2026-W16,ENRG-473,606,586,495,23294.74,11316.710000000001,0.966996699669967
2026-04-13,85,2026-W16,FRTR-500,963,928,788,24744.0,13303.32,0.9636552440290758
2026-04-13,85,2026-W16,TELM-500,1048,1002,858,25265.8,13982.210000000001,0.9561068702290076
2026-04-20,86,2026-W17,CFCL-355,1078,1039,862,31801.12,16828.6,0.963821892393321
2026-04-20,86,2026-W17,CFMO-355,673,656,532,22356.74,11435.91,0.974739970282318
2026-04-20,86,2026-W17,CFVN-355,835,805,693,27888.98,14611.72,0.9640718562874252
2026-04-20,86,2026-W17,ENRG-473,592,572,487,23221.14,11429.75,0.9662162162162162
2026-04-20,86,2026-W17,FRTR-500,963,924,820,25902.26,13989.89,0.9595015576323987
2026-04-20,86,2026-W17,TELM-500,1033,992,849,24964.65,13792.869999999999,0.9603097773475314
2026-04-27,87,2026-W18,CFCL-355,1069,1026,929,34332.1,18186.31,0.9597754911131899
2026-04-27,87,2026-W18,CFMO-355,665,643,552,23232.4,11894.5,0.9669172932330827
2026-04-27,87,2026-W18,CFVN-355,822,791,669,26734.84,13909.71,0.962287104622871
2026-04-27,87,2026-W18,ENRG-473,606,589,498,23554.35,11489.710000000001,0.971947194719472
2026-04-27,87,2026-W18,FRTR-500,927,889,767,24460.86,13312.01,0.9590075512405609
2026-04-27,87,2026-W18,TELM-500,1033,997,858,25379.45,14082.58,0.9651500484027106
2026-05-04,88,2026-W19,CFCL-355,1058,1016,873,32275.45,17093.98,0.9603024574669187
2026-05-04,88,2026-W19,CFMO-355,673,646,578,24263.77,12384.74,0.9598811292719168
2026-05-04,88,2026-W19,CFVN-355,840,809,724,28872.22,14984.64,0.9630952380952381
2026-05-04,88,2026-W19,ENRG-473,629,613,549,26132.31,12824.36,0.9745627980922098
2026-05-04,88,2026-W19,FRTR-500,947,905,804,25560.97,13867.39,0.955649419218585
2026-05-04,88,2026-W19,TELM-500,1028,991,846,25073.47,13928.05,0.9640077821011673
2026-05-11,89,2026-W20,CFCL-355,1096,1058,918,33369.59,17396.25,0.9653284671532847
2026-05-11,89,2026-W20,CFMO-355,687,663,528,22015.72,11157.89,0.9650655021834061
2026-05-11,89,2026-W20,CFVN-355,849,812,716,28521.45,14779.3,0.9564193168433451
2026-05-11,89,2026-W20,ENRG-473,630,611,566,26991.9,13263.64,0.9698412698412698
2026-05-11,89,2026-W20,FRTR-500,940,907,776,24757.21,13464.21,0.9648936170212766
2026-05-11,89,2026-W20,TELM-500,1047,1004,885,26273.96,14607.85,0.958930276981853
2026-05-18,90,2026-W21,CFCL-355,1054,1014,914,33981.0,18067.87,0.9620493358633776
2026-05-18,90,2026-W21,CFMO-355,682,650,548,22873.79,11598.15,0.9530791788856305
2026-05-18,90,2026-W21,CFVN-355,832,806,682,27224.31,14126.949999999999,0.96875
2026-05-18,90,2026-W21,ENRG-473,628,605,496,23613.34,11575.78,0.9633757961783439
2026-05-18,90,2026-W21,FRTR-500,948,911,773,24481.64,13225.630000000001,0.9609704641350211
2026-05-18,90,2026-W21,TELM-500,1020,985,838,24924.05,13870.99,0.9656862745098039
2026-05-25,91,2026-W22,CFCL-355,1068,1028,919,33858.54,17848.88,0.9625468164794008
2026-05-25,91,2026-W22,CFMO-355,657,633,556,23563.48,12116.5,0.9634703196347032
2026-05-25,91,2026-W22,CFVN-355,831,795,655,26210.77,13624.45,0.9566787003610109
2026-05-25,91,2026-W22,ENRG-473,629,611,486,23208.57,11406.88,0.9713831478537361
2026-05-25,91,2026-W22,FRTR-500,935,905,823,26149.7,14158.58,0.9679144385026738
2026-05-25,91,2026-W22,TELM-500,1018,978,826,24499.61,13598.48,0.9607072691552063
2026-06-01,92,2026-W23,CFCL-355,1057,1018,871,32398.76,17216.4,0.9631031220435194
2026-06-01,92,2026-W23,CFMO-355,676,656,591,24834.42,12659.73,0.9704142011834319
2026-06-01,92,2026-W23,CFVN-355,803,772,698,28152.03,14731.710000000001,0.9613947696139477
2026-06-01,92,2026-W23,ENRG-473,620,602,494,23671.21,11668.039999999999,0.9709677419354839
2026-06-01,92,2026-W23,FRTR-500,920,878,780,24791.48,13420.18,0.9543478260869566
2026-06-01,92,2026-W23,TELM-500,1012,977,877,26078.44,14497.460000000001,0.9654150197628458
2026-06-08,93,2026-W24,CFCL-355,1057,1014,890,32963.6,17440.94,0.9593188268684958
2026-06-08,93,2026-W24,CFMO-355,656,633,527,22364.85,11502.2,0.9649390243902439
2026-06-08,93,2026-W24,CFVN-355,794,774,659,26886.16,14208.28,0.9748110831234257
2026-06-08,93,2026-W24,ENRG-473,627,607,538,25620.2,12540.38,0.9681020733652312
2026-06-08,93,2026-W24,FRTR-500,929,891,764,24481.39,13336.75,0.9590958019375673
2026-06-08,93,2026-W24,TELM-500,1012,970,899,26714.15,14835.63,0.958498023715415
2026-06-15,94,2026-W25,CFCL-355,1035,991,843,31593.07,16881.57,0.957487922705314
2026-06-15,94,2026-W25,CFMO-355,662,641,538,22708.99,11613.18,0.9682779456193353
2026-06-15,94,2026-W25,CFVN-355,811,775,668,26880.13,14021.51,0.9556103575832305
2026-06-15,94,2026-W25,ENRG-473,616,597,500,23862.329999999998,11699.21,0.9691558441558441
2026-06-15,94,2026-W25,FRTR-500,921,885,801,25567.07,13875.94,0.9609120521172638
2026-06-15,94,2026-W25,TELM-500,999,958,844,25131.3,13973.05,0.958958958958959
2026-06-22,95,2026-W26,CFCL-355,1038,993,857,32067.61,17103.01,0.9566473988439307
2026-06-22,95,2026-W26,CFMO-355,655,635,539,22726.420000000002,11603.29,0.9694656488549618
2026-06-22,95,2026-W26,CFVN-355,806,776,734,29565.09,15427.789999999999,0.9627791563275434
2026-06-22,95,2026-W26,ENRG-473,616,601,523,24893.45,12163.41,0.9756493506493507
2026-06-22,95,2026-W26,FRTR-500,922,891,810,25864.43,14035.02,0.9663774403470716
2026-06-22,95,2026-W26,TELM-500,994,955,852,25268.05,13997.5,0.9607645875251509
2026-06-29,96,2026-W27,CFCL-355,1036,994,846,31490.33,16709.14,0.9594594594594594
2026-06-29,96,2026-W27,CFMO-355,638,620,539,22911.81,11782.19,0.9717868338557993
2026-06-29,96,2026-W27,CFVN-355,800,767,652,26236.97,13671.75,0.95875
2026-06-29,96,2026-W27,ENRG-473,613,594,542,25821.9,12621.65,0.9690048939641109
2026-06-29,96,2026-W27,FRTR-500,919,878,784,25057.94,13601.5,0.955386289445049
2026-06-29,96,2026-W27,TELM-500,990,954,822,24556.95,13676.65,0.9636363636363636
2026-07-06,97,2026-W28,CFCL-355,1027,986,859,31905.0,16887.94,0.9600778967867576
2026-07-06,97,2026-W28,CFMO-355,646,625,538,22812.76,11697.35,0.9674922600619195
2026-07-06,97,2026-W28,CFVN-355,805,780,666,26869.84,14027.19,0.968944099378882
2026-07-06,97,2026-W28,ENRG-473,614,591,470,22518.78,11065.39,0.9625407166123778
2026-07-06,97,2026-W28,FRTR-500,901,866,723,23214.62,12643.22,0.9611542730299667
2026-07-06,97,2026-W28,TELM-500,1010,974,850,25294.45,14036.98,0.9643564356435643
2026-07-13,98,2026-W29,CFCL-355,1020,987,859,32163.54,17137.63,0.9676470588235294
2026-07-13,98,2026-W29,CFMO-355,630,617,484,20625.68,10620.07,0.9793650793650793
2026-07-13,98,2026-W29,CFVN-355,803,766,642,25938.59,13551.45,0.9539227895392279
2026-07-13,98,2026-W29,ENRG-473,616,597,536,25761.65,12692.220000000001,0.9691558441558441
2026-07-13,98,2026-W29,FRTR-500,915,879,765,24534.19,13342.31,0.9606557377049181
