date,week_id,year_week,pdv_id,sku,units_ordered,units_delivered,units_sold,list_price,discount_pct,net_price,unit_cost,revenue,cost_of_sales,contribution,opening_inventory,ending_inventory,promotion_flag,numeric_distribution
2025-01-20,21,2025-W04,PDV-053,CFVN-355,14,13,11,38.62,0.0,38.62,18.43,424.86,202.68,222.17,3,5,0,0.9425
2025-01-20,21,2025-W04,PDV-054,CFVN-355,13,12,9,38.62,0.0,38.62,18.43,347.61,165.83,181.78,4,7,0,0.9951
2025-01-20,21,2025-W04,PDV-055,CFVN-355,12,12,13,38.62,0.0,38.62,18.43,502.1,239.53,262.57,4,3,0,0.9197
2025-01-20,21,2025-W04,PDV-056,CFVN-355,16,16,10,38.62,0.0,38.62,18.43,386.23,184.26,201.98,7,13,0,0.9705
2025-01-20,21,2025-W04,PDV-057,CFVN-355,17,16,6,38.62,0.0,38.62,18.43,231.74,110.55,121.19,6,16,0,0.9571
2025-01-20,21,2025-W04,PDV-058,CFVN-355,13,13,5,38.62,0.0,38.62,18.43,193.12,92.13,100.99,5,13,0,0.9086
2025-01-20,21,2025-W04,PDV-059,CFVN-355,10,9,9,38.62,0.0,38.62,18.43,347.61,165.83,181.78,4,4,0,0.8736
2025-01-20,21,2025-W04,PDV-060,CFVN-355,10,9,10,38.62,0.0,38.62,18.43,386.23,184.26,201.98,4,3,0,0.9194
2025-01-20,21,2025-W04,PDV-001,CFMO-355,13,13,15,40.66,0.0,40.66,19.74,609.84,296.13,313.71,5,3,0,0.8951
2025-01-20,21,2025-W04,PDV-002,CFMO-355,11,11,2,40.66,0.0,40.66,19.74,81.31,39.48,41.83,4,13,0,0.8759
2025-01-20,21,2025-W04,PDV-003,CFMO-355,14,13,11,40.66,0.0,40.66,19.74,447.22,217.16,230.06,5,7,0,0.9381
2025-01-20,21,2025-W04,PDV-004,CFMO-355,17,16,8,40.66,0.0,40.66,19.74,325.25,157.93,167.31,7,15,0,0.9123
2025-01-20,21,2025-W04,PDV-005,CFMO-355,12,11,14,40.66,0.0,40.66,19.74,569.18,276.39,292.8,3,0,0,0.9518
2025-01-20,21,2025-W04,PDV-006,CFMO-355,9,9,8,40.66,0.0,40.66,19.74,325.25,157.93,167.31,3,4,0,0.9556
2025-01-20,21,2025-W04,PDV-007,CFMO-355,18,16,14,40.66,0.15,34.56,19.74,483.81,276.39,207.42,6,8,1,0.9181
2025-01-20,21,2025-W04,PDV-008,CFMO-355,12,11,7,40.66,0.0,40.66,19.74,284.59,138.19,146.4,3,7,0,0.9973
2025-01-20,21,2025-W04,PDV-009,CFMO-355,12,12,12,40.66,0.0,40.66,19.74,487.87,236.9,250.97,3,3,0,0.9233
2025-01-20,21,2025-W04,PDV-010,CFMO-355,12,12,11,40.66,0.0,40.66,19.74,447.22,217.16,230.06,4,5,0,0.942
2025-01-20,21,2025-W04,PDV-011,CFMO-355,20,19,20,40.66,0.0,40.66,19.74,813.12,394.84,418.28,6,5,0,0.958
2025-01-20,21,2025-W04,PDV-012,CFMO-355,10,10,8,40.66,0.0,40.66,19.74,325.25,157.93,167.31,2,4,0,0.9135
2025-01-20,21,2025-W04,PDV-013,CFMO-355,15,14,13,40.66,0.0,40.66,19.74,528.53,256.64,271.88,5,6,0,0.9158
2025-01-20,21,2025-W04,PDV-014,CFMO-355,18,18,16,40.66,0.0,40.66,19.74,650.5,315.87,334.63,7,9,0,0.9261
2025-01-20,21,2025-W04,PDV-015,CFMO-355,19,18,13,40.66,0.0,40.66,19.74,528.53,256.64,271.88,8,13,0,0.9233
2025-01-20,21,2025-W04,PDV-016,CFMO-355,10,10,8,40.66,0.0,40.66,19.74,325.25,157.93,167.31,3,5,0,0.9235
2025-01-20,21,2025-W04,PDV-017,CFMO-355,8,8,4,40.66,0.0,40.66,19.74,162.62,78.97,83.66,3,7,0,0.931
2025-01-20,21,2025-W04,PDV-018,CFMO-355,8,8,9,40.66,0.0,40.66,19.74,365.9,177.68,188.23,2,1,0,0.9585
2025-01-20,21,2025-W04,PDV-019,CFMO-355,11,10,10,40.66,0.0,40.66,19.74,406.56,197.42,209.14,3,3,0,0.9103
2025-01-20,21,2025-W04,PDV-020,CFMO-355,4,4,2,40.66,0.0,40.66,19.74,81.31,39.48,41.83,1,3,0,0.9157
2025-01-20,21,2025-W04,PDV-021,CFMO-355,14,14,7,40.66,0.0,40.66,19.74,284.59,138.19,146.4,5,12,0,0.9827
2025-01-20,21,2025-W04,PDV-022,CFMO-355,10,10,12,40.66,0.0,40.66,19.74,487.87,236.9,250.97,3,1,0,0.9589
2025-01-20,21,2025-W04,PDV-023,CFMO-355,11,11,14,40.66,0.1,36.59,19.74,512.27,276.39,235.88,3,0,1,0.9575
2025-01-20,21,2025-W04,PDV-024,CFMO-355,8,7,4,40.66,0.0,40.66,19.74,162.62,78.97,83.66,2,5,0,0.9479
2025-01-20,21,2025-W04,PDV-025,CFMO-355,12,11,13,40.66,0.0,40.66,19.74,528.53,256.64,271.88,3,1,0,0.8879
2025-01-20,21,2025-W04,PDV-026,CFMO-355,7,7,4,40.66,0.0,40.66,19.74,162.62,78.97,83.66,2,5,0,0.9389
2025-01-20,21,2025-W04,PDV-027,CFMO-355,9,8,3,40.66,0.0,40.66,19.74,121.97,59.23,62.74,3,8,0,0.9781
2025-01-20,21,2025-W04,PDV-028,CFMO-355,5,5,3,40.66,0.0,40.66,19.74,121.97,59.23,62.74,1,3,0,0.9054
2025-01-20,21,2025-W04,PDV-029,CFMO-355,9,9,9,40.66,0.0,40.66,19.74,365.9,177.68,188.23,3,3,0,0.9107
2025-01-20,21,2025-W04,PDV-030,CFMO-355,8,8,3,40.66,0.05,38.62,19.74,115.87,59.23,56.64,2,7,1,0.895
2025-01-20,21,2025-W04,PDV-031,CFMO-355,14,14,11,40.66,0.0,40.66,19.74,447.22,217.16,230.06,5,8,0,0.9552
2025-01-20,21,2025-W04,PDV-032,CFMO-355,6,6,3,40.66,0.0,40.66,19.74,121.97,59.23,62.74,2,5,0,0.9888
2025-01-20,21,2025-W04,PDV-033,CFMO-355,11,11,13,40.66,0.0,40.66,19.74,528.53,256.64,271.88,4,2,0,0.909
2025-01-20,21,2025-W04,PDV-034,CFMO-355,5,5,2,40.66,0.0,40.66,19.74,81.31,39.48,41.83,1,4,0,0.939
2025-01-20,21,2025-W04,PDV-035,CFMO-355,7,7,3,40.66,0.0,40.66,19.74,121.97,59.23,62.74,2,6,0,0.8856
2025-01-20,21,2025-W04,PDV-036,CFMO-355,10,10,8,40.66,0.0,40.66,19.74,325.25,157.93,167.31,4,6,0,0.9785
2025-01-20,21,2025-W04,PDV-037,CFMO-355,13,12,8,40.66,0.1,36.59,19.74,292.72,157.93,134.79,3,7,1,0.9844
2025-01-20,21,2025-W04,PDV-038,CFMO-355,9,9,6,40.66,0.0,40.66,19.74,243.94,118.45,125.49,3,6,0,0.9654
2025-01-20,21,2025-W04,PDV-039,CFMO-355,10,9,9,40.66,0.1,36.59,19.74,329.31,177.68,151.64,4,4,1,0.9443
2025-01-20,21,2025-W04,PDV-040,CFMO-355,4,4,2,40.66,0.0,40.66,19.74,81.31,39.48,41.83,1,3,0,0.897
2025-01-20,21,2025-W04,PDV-041,CFMO-355,10,10,9,40.66,0.0,40.66,19.74,365.9,177.68,188.23,3,4,0,0.9807
2025-01-20,21,2025-W04,PDV-042,CFMO-355,8,8,6,40.66,0.0,40.66,19.74,243.94,118.45,125.49,2,4,0,1.0
2025-01-20,21,2025-W04,PDV-043,CFMO-355,8,8,9,40.66,0.0,40.66,19.74,365.9,177.68,188.23,3,2,0,0.8753
2025-01-20,21,2025-W04,PDV-044,CFMO-355,6,6,4,40.66,0.0,40.66,19.74,162.62,78.97,83.66,2,4,0,0.9563
2025-01-20,21,2025-W04,PDV-045,CFMO-355,10,10,10,40.66,0.0,40.66,19.74,406.56,197.42,209.14,3,3,0,0.9242
2025-01-20,21,2025-W04,PDV-046,CFMO-355,8,8,4,40.66,0.0,40.66,19.74,162.62,78.97,83.66,2,6,0,0.9206
2025-01-20,21,2025-W04,PDV-047,CFMO-355,8,8,4,40.66,0.0,40.66,19.74,162.62,78.97,83.66,3,7,0,0.998
2025-01-20,21,2025-W04,PDV-048,CFMO-355,7,7,4,40.66,0.0,40.66,19.74,162.62,78.97,83.66,3,6,0,0.9239
2025-01-20,21,2025-W04,PDV-049,CFMO-355,7,7,7,40.66,0.0,40.66,19.74,284.59,138.19,146.4,2,2,0,0.9244
2025-01-20,21,2025-W04,PDV-050,CFMO-355,10,10,11,40.66,0.0,40.66,19.74,447.22,217.16,230.06,3,2,0,0.9707
2025-01-20,21,2025-W04,PDV-051,CFMO-355,9,9,10,40.66,0.0,40.66,19.74,406.56,197.42,209.14,4,3,0,0.9756
2025-01-20,21,2025-W04,PDV-052,CFMO-355,11,11,7,40.66,0.0,40.66,19.74,284.59,138.19,146.4,4,8,0,0.9111
2025-01-20,21,2025-W04,PDV-053,CFMO-355,11,10,9,40.66,0.0,40.66,19.74,365.9,177.68,188.23,3,4,0,0.9145
2025-01-20,21,2025-W04,PDV-054,CFMO-355,10,10,10,40.66,0.0,40.66,19.74,406.56,197.42,209.14,3,3,0,0.9343
2025-01-20,21,2025-W04,PDV-055,CFMO-355,10,9,11,40.66,0.0,40.66,19.74,447.22,217.16,230.06,3,1,0,0.9075
2025-01-20,21,2025-W04,PDV-056,CFMO-355,12,11,5,40.66,0.0,40.66,19.74,203.28,98.71,104.57,3,9,0,0.9498
2025-01-20,21,2025-W04,PDV-057,CFMO-355,13,12,8,40.66,0.0,40.66,19.74,325.25,157.93,167.31,5,9,0,0.9028
2025-01-20,21,2025-W04,PDV-058,CFMO-355,11,11,11,40.66,0.0,40.66,19.74,447.22,217.16,230.06,3,3,0,0.9032
2025-01-20,21,2025-W04,PDV-059,CFMO-355,10,10,6,40.66,0.0,40.66,19.74,243.94,118.45,125.49,2,6,0,0.9414
2025-01-20,21,2025-W04,PDV-060,CFMO-355,9,9,8,40.66,0.0,40.66,19.74,325.25,157.93,167.31,4,5,0,0.9709
2025-01-20,21,2025-W04,PDV-001,TELM-500,21,20,19,28.46,0.0,28.46,12.65,540.72,240.44,300.28,7,8,0,0.9529
2025-01-20,21,2025-W04,PDV-002,TELM-500,21,19,20,28.46,0.1,25.61,12.65,512.27,253.1,259.17,6,5,1,0.9264
2025-01-20,21,2025-W04,PDV-003,TELM-500,29,28,35,28.46,0.15,24.19,12.65,846.66,442.92,403.74,12,5,1,0.9743
2025-01-20,21,2025-W04,PDV-004,TELM-500,30,29,24,28.46,0.05,27.04,12.65,648.87,303.72,345.15,8,13,1,0.9688
2025-01-20,21,2025-W04,PDV-005,TELM-500,23,21,23,28.46,0.05,27.04,12.65,621.83,291.06,330.77,9,7,1,0.9668
2025-01-20,21,2025-W04,PDV-006,TELM-500,14,13,8,28.46,0.0,28.46,12.65,227.67,101.24,126.43,3,8,0,0.9715
2025-01-20,21,2025-W04,PDV-007,TELM-500,19,18,15,28.46,0.0,28.46,12.65,426.89,189.82,237.06,8,11,0,0.9451
2025-01-20,21,2025-W04,PDV-008,TELM-500,17,16,16,28.46,0.0,28.46,12.65,455.35,202.48,252.87,6,6,0,0.9571
2025-01-20,21,2025-W04,PDV-009,TELM-500,20,20,10,28.46,0.05,27.04,12.65,270.36,126.55,143.81,4,14,1,0.9382
2025-01-20,21,2025-W04,PDV-010,TELM-500,18,18,18,28.46,0.0,28.46,12.65,512.27,227.79,284.48,5,5,0,0.9403
2025-01-20,21,2025-W04,PDV-011,TELM-500,31,29,15,28.46,0.0,28.46,12.65,426.89,189.82,237.06,12,26,0,0.9274
2025-01-20,21,2025-W04,PDV-012,TELM-500,15,14,14,28.46,0.0,28.46,12.65,398.43,177.17,221.26,6,6,0,0.9626
2025-01-20,21,2025-W04,PDV-013,TELM-500,24,23,20,28.46,0.0,28.46,12.65,569.18,253.1,316.08,8,11,0,0.9473
2025-01-20,21,2025-W04,PDV-014,TELM-500,30,28,21,28.46,0.05,27.04,12.65,567.76,265.75,302.01,8,15,1,0.9414
2025-01-20,21,2025-W04,PDV-015,TELM-500,28,27,25,28.46,0.0,28.46,12.65,711.48,316.38,395.11,9,11,0,0.9482
2025-01-20,21,2025-W04,PDV-016,TELM-500,15,14,16,28.46,0.0,28.46,12.65,455.35,202.48,252.87,3,1,0,0.909
2025-01-20,21,2025-W04,PDV-017,TELM-500,12,12,4,28.46,0.0,28.46,12.65,113.84,50.62,63.22,4,12,0,0.9159
2025-01-20,21,2025-W04,PDV-018,TELM-500,12,12,14,28.46,0.0,28.46,12.65,398.43,177.17,221.26,4,2,0,0.9901
2025-01-20,21,2025-W04,PDV-019,TELM-500,17,17,14,28.46,0.0,28.46,12.65,398.43,177.17,221.26,6,9,0,0.9423
2025-01-20,21,2025-W04,PDV-020,TELM-500,6,6,6,28.46,0.0,28.46,12.65,170.76,75.93,94.83,1,1,0,0.9438
2025-01-20,21,2025-W04,PDV-021,TELM-500,22,20,20,28.46,0.0,28.46,12.65,569.18,253.1,316.08,9,9,0,0.9462
2025-01-20,21,2025-W04,PDV-022,TELM-500,15,14,5,28.46,0.0,28.46,12.65,142.3,63.27,79.02,4,13,0,0.9375
2025-01-20,21,2025-W04,PDV-023,TELM-500,14,13,10,28.46,0.0,28.46,12.65,284.59,126.55,158.04,4,7,0,0.9186
2025-01-20,21,2025-W04,PDV-024,TELM-500,12,12,10,28.46,0.0,28.46,12.65,284.59,126.55,158.04,3,5,0,1.0
2025-01-20,21,2025-W04,PDV-025,TELM-500,19,18,16,28.46,0.0,28.46,12.65,455.35,202.48,252.87,8,10,0,1.0
2025-01-20,21,2025-W04,PDV-026,TELM-500,9,9,5,28.46,0.0,28.46,12.65,142.3,63.27,79.02,3,7,0,0.8906
2025-01-20,21,2025-W04,PDV-027,TELM-500,15,15,17,28.46,0.1,25.61,12.65,435.43,215.13,220.29,5,3,1,0.9483
2025-01-20,21,2025-W04,PDV-028,TELM-500,7,7,4,28.46,0.0,28.46,12.65,113.84,50.62,63.22,2,5,0,0.8966
2025-01-20,21,2025-W04,PDV-029,TELM-500,14,13,14,28.46,0.0,28.46,12.65,398.43,177.17,221.26,3,2,0,1.0
2025-01-20,21,2025-W04,PDV-030,TELM-500,12,12,8,28.46,0.0,28.46,12.65,227.67,101.24,126.43,4,8,0,0.9946
2025-01-20,21,2025-W04,PDV-031,TELM-500,23,23,17,28.46,0.15,24.19,12.65,411.24,215.13,196.1,7,13,1,0.8954
2025-01-20,21,2025-W04,PDV-032,TELM-500,8,8,1,28.46,0.0,28.46,12.65,28.46,12.65,15.8,2,9,0,0.9284
2025-01-20,21,2025-W04,PDV-033,TELM-500,16,15,15,28.46,0.0,28.46,12.65,426.89,189.82,237.06,3,3,0,0.9488
2025-01-20,21,2025-W04,PDV-034,TELM-500,7,7,3,28.46,0.0,28.46,12.65,85.38,37.96,47.41,3,7,0,0.9495
2025-01-20,21,2025-W04,PDV-035,TELM-500,11,10,9,28.46,0.0,28.46,12.65,256.13,113.89,142.24,5,6,0,0.9739
2025-01-20,21,2025-W04,PDV-036,TELM-500,13,12,13,28.46,0.0,28.46,12.65,369.97,164.51,205.45,6,5,0,0.9259
2025-01-20,21,2025-W04,PDV-037,TELM-500,14,13,15,28.46,0.0,28.46,12.65,426.89,189.82,237.06,6,4,0,0.9264
2025-01-20,21,2025-W04,PDV-038,TELM-500,13,12,13,28.46,0.0,28.46,12.65,369.97,164.51,205.45,6,5,0,0.9447
2025-01-20,21,2025-W04,PDV-039,TELM-500,12,12,11,28.46,0.0,28.46,12.65,313.05,139.2,173.85,4,5,0,0.9448
2025-01-20,21,2025-W04,PDV-040,TELM-500,6,6,4,28.46,0.0,28.46,12.65,113.84,50.62,63.22,1,3,0,0.9409
2025-01-20,21,2025-W04,PDV-041,TELM-500,14,13,8,28.46,0.0,28.46,12.65,227.67,101.24,126.43,3,8,0,0.8945
2025-01-20,21,2025-W04,PDV-042,TELM-500,12,11,5,28.46,0.1,25.61,12.65,128.07,63.27,64.79,5,11,1,0.9322
2025-01-20,21,2025-W04,PDV-043,TELM-500,12,11,11,28.46,0.0,28.46,12.65,313.05,139.2,173.85,5,5,0,0.9455
2025-01-20,21,2025-W04,PDV-044,TELM-500,9,9,7,28.46,0.0,28.46,12.65,199.21,88.58,110.63,2,4,0,0.9881
2025-01-20,21,2025-W04,PDV-045,TELM-500,14,14,11,28.46,0.0,28.46,12.65,313.05,139.2,173.85,4,7,0,0.9049
2025-01-20,21,2025-W04,PDV-046,TELM-500,14,14,10,28.46,0.0,28.46,12.65,284.59,126.55,158.04,5,9,0,0.9988
2025-01-20,21,2025-W04,PDV-047,TELM-500,10,10,13,28.46,0.0,28.46,12.65,369.97,164.51,205.45,3,0,0,0.9157
2025-01-20,21,2025-W04,PDV-048,TELM-500,10,10,14,28.46,0.0,28.46,12.65,398.43,177.17,221.26,4,0,0,0.8992
2025-01-20,21,2025-W04,PDV-049,TELM-500,10,9,13,28.46,0.0,28.46,12.65,369.97,164.51,205.45,4,0,0,0.9264
2025-01-20,21,2025-W04,PDV-050,TELM-500,15,14,15,28.46,0.0,28.46,12.65,426.89,189.82,237.06,4,3,0,0.9706
2025-01-20,21,2025-W04,PDV-051,TELM-500,13,12,15,28.46,0.0,28.46,12.65,426.89,189.82,237.06,5,2,0,0.996
2025-01-20,21,2025-W04,PDV-052,TELM-500,14,13,13,28.46,0.0,28.46,12.65,369.97,164.51,205.45,6,6,0,0.9177
2025-01-20,21,2025-W04,PDV-053,TELM-500,16,16,17,28.46,0.0,28.46,12.65,483.81,215.13,268.67,7,6,0,0.9438
2025-01-20,21,2025-W04,PDV-054,TELM-500,16,16,14,28.46,0.0,28.46,12.65,398.43,177.17,221.26,4,6,0,0.9682
2025-01-20,21,2025-W04,PDV-055,TELM-500,14,13,9,28.46,0.0,28.46,12.65,256.13,113.89,142.24,4,8,0,0.931
2025-01-20,21,2025-W04,PDV-056,TELM-500,18,18,16,28.46,0.0,28.46,12.65,455.35,202.48,252.87,7,9,0,0.9046
2025-01-20,21,2025-W04,PDV-057,TELM-500,19,18,15,28.46,0.0,28.46,12.65,426.89,189.82,237.06,6,9,0,0.8901
2025-01-20,21,2025-W04,PDV-058,TELM-500,16,15,13,28.46,0.0,28.46,12.65,369.97,164.51,205.45,3,5,0,0.8732
2025-01-20,21,2025-W04,PDV-059,TELM-500,13,13,12,28.46,0.0,28.46,12.65,341.51,151.86,189.65,6,7,0,0.9605
2025-01-20,21,2025-W04,PDV-060,TELM-500,13,12,12,28.46,0.0,28.46,12.65,341.51,151.86,189.65,3,3,0,0.9072
2025-01-20,21,2025-W04,PDV-001,FRTR-500,19,19,20,30.49,0.0,30.49,13.97,609.84,279.42,330.42,5,4,0,0.9586
2025-01-20,21,2025-W04,PDV-002,FRTR-500,16,16,19,30.49,0.0,30.49,13.97,579.35,265.45,313.9,7,4,0,0.9007
2025-01-20,21,2025-W04,PDV-003,FRTR-500,21,21,20,30.49,0.0,30.49,13.97,609.84,279.42,330.42,6,7,0,0.9819
2025-01-20,21,2025-W04,PDV-004,FRTR-500,22,21,23,30.49,0.0,30.49,13.97,701.32,321.34,379.98,7,5,0,0.9522
2025-01-20,21,2025-W04,PDV-005,FRTR-500,18,18,14,30.49,0.0,30.49,13.97,426.89,195.6,231.29,5,9,0,0.9763
2025-01-20,21,2025-W04,PDV-006,FRTR-500,12,11,11,30.49,0.0,30.49,13.97,335.41,153.68,181.73,5,5,0,0.9297
2025-01-20,21,2025-W04,PDV-007,FRTR-500,17,16,17,30.49,0.0,30.49,13.97,518.36,237.51,280.85,5,4,0,0.9363
2025-01-20,21,2025-W04,PDV-008,FRTR-500,15,14,8,30.49,0.0,30.49,13.97,243.94,111.77,132.17,6,12,0,0.9446
2025-01-20,21,2025-W04,PDV-009,FRTR-500,17,16,13,30.49,0.0,30.49,13.97,396.4,181.62,214.77,6,9,0,0.9199
2025-01-20,21,2025-W04,PDV-010,FRTR-500,17,16,19,30.49,0.0,30.49,13.97,579.35,265.45,313.9,5,2,0,0.9197
2025-01-20,21,2025-W04,PDV-011,FRTR-500,30,30,29,30.49,0.0,30.49,13.97,884.27,405.16,479.11,10,11,0,1.0
2025-01-20,21,2025-W04,PDV-012,FRTR-500,16,15,14,30.49,0.05,28.97,13.97,405.54,195.6,209.95,6,7,1,0.9799
2025-01-20,21,2025-W04,PDV-013,FRTR-500,22,22,20,30.49,0.0,30.49,13.97,609.84,279.42,330.42,5,7,0,0.907
2025-01-20,21,2025-W04,PDV-014,FRTR-500,25,25,29,30.49,0.0,30.49,13.97,884.27,405.16,479.11,11,7,0,0.9316
2025-01-20,21,2025-W04,PDV-015,FRTR-500,30,28,24,30.49,0.05,28.97,13.97,695.22,335.31,359.91,11,15,1,0.9655
2025-01-20,21,2025-W04,PDV-016,FRTR-500,13,12,14,30.49,0.0,30.49,13.97,426.89,195.6,231.29,6,4,0,0.8946
2025-01-20,21,2025-W04,PDV-017,FRTR-500,11,11,10,30.49,0.0,30.49,13.97,304.92,139.71,165.21,4,5,0,0.9666
2025-01-20,21,2025-W04,PDV-018,FRTR-500,12,11,9,30.49,0.05,28.97,13.97,260.71,125.74,134.97,3,5,1,0.943
2025-01-20,21,2025-W04,PDV-019,FRTR-500,16,15,13,30.49,0.0,30.49,13.97,396.4,181.62,214.77,5,7,0,0.9255
2025-01-20,21,2025-W04,PDV-020,FRTR-500,5,5,5,30.49,0.0,30.49,13.97,152.46,69.86,82.6,2,2,0,0.8865
2025-01-20,21,2025-W04,PDV-021,FRTR-500,19,19,15,30.49,0.0,30.49,13.97,457.38,209.57,247.81,5,9,0,0.8918
2025-01-20,21,2025-W04,PDV-022,FRTR-500,13,13,13,30.49,0.0,30.49,13.97,396.4,181.62,214.77,4,4,0,0.9277
2025-01-20,21,2025-W04,PDV-023,FRTR-500,12,12,13,30.49,0.0,30.49,13.97,396.4,181.62,214.77,5,4,0,0.9383
2025-01-20,21,2025-W04,PDV-024,FRTR-500,11,11,11,30.49,0.0,30.49,13.97,335.41,153.68,181.73,4,4,0,0.9391
2025-01-20,21,2025-W04,PDV-025,FRTR-500,17,17,19,30.49,0.0,30.49,13.97,579.35,265.45,313.9,8,6,0,0.9588
2025-01-20,21,2025-W04,PDV-026,FRTR-500,8,8,8,30.49,0.0,30.49,13.97,243.94,111.77,132.17,3,3,0,0.9096
2025-01-20,21,2025-W04,PDV-027,FRTR-500,15,14,14,30.49,0.15,25.92,13.97,362.85,195.6,167.26,7,7,1,0.945
2025-01-20,21,2025-W04,PDV-028,FRTR-500,6,6,2,30.49,0.0,30.49,13.97,60.98,27.94,33.04,2,6,0,0.8733
2025-01-20,21,2025-W04,PDV-029,FRTR-500,15,15,9,30.49,0.1,27.44,13.97,246.99,125.74,121.25,4,10,1,0.9679
2025-01-20,21,2025-W04,PDV-030,FRTR-500,10,9,7,30.49,0.0,30.49,13.97,213.44,97.8,115.65,4,6,0,0.8822
2025-01-20,21,2025-W04,PDV-031,FRTR-500,18,18,9,30.49,0.0,30.49,13.97,274.43,125.74,148.69,6,15,0,0.9395
2025-01-20,21,2025-W04,PDV-032,FRTR-500,7,7,3,30.49,0.0,30.49,13.97,91.48,41.91,49.56,3,7,0,0.9322
2025-01-20,21,2025-W04,PDV-033,FRTR-500,16,15,13,30.49,0.0,30.49,13.97,396.4,181.62,214.77,5,7,0,0.9886
2025-01-20,21,2025-W04,PDV-034,FRTR-500,6,6,6,30.49,0.0,30.49,13.97,182.95,83.83,99.13,2,2,0,0.8401
2025-01-20,21,2025-W04,PDV-035,FRTR-500,10,9,10,30.49,0.1,27.44,13.97,274.43,139.71,134.72,5,4,1,0.8951
2025-01-20,21,2025-W04,PDV-036,FRTR-500,13,12,9,30.49,0.0,30.49,13.97,274.43,125.74,148.69,5,8,0,0.9255
2025-01-20,21,2025-W04,PDV-037,FRTR-500,13,12,7,30.49,0.0,30.49,13.97,213.44,97.8,115.65,5,10,0,0.9088
2025-01-20,21,2025-W04,PDV-038,FRTR-500,12,12,17,30.49,0.0,30.49,13.97,518.36,237.51,280.85,5,0,0,0.9813
2025-01-20,21,2025-W04,PDV-039,FRTR-500,12,11,11,30.49,0.0,30.49,13.97,335.41,153.68,181.73,4,4,0,0.9393
2025-01-20,21,2025-W04,PDV-040,FRTR-500,5,5,5,30.49,0.0,30.49,13.97,152.46,69.86,82.6,2,2,0,0.9451
2025-01-20,21,2025-W04,PDV-041,FRTR-500,12,12,14,30.49,0.0,30.49,13.97,426.89,195.6,231.29,4,2,0,0.9197
2025-01-20,21,2025-W04,PDV-042,FRTR-500,10,10,8,30.49,0.0,30.49,13.97,243.94,111.77,132.17,2,4,0,0.9215
2025-01-20,21,2025-W04,PDV-043,FRTR-500,12,11,13,30.49,0.0,30.49,13.97,396.4,181.62,214.77,5,3,0,0.9576
2025-01-20,21,2025-W04,PDV-044,FRTR-500,7,7,4,30.49,0.0,30.49,13.97,121.97,55.88,66.08,2,5,0,0.9277
2025-01-20,21,2025-W04,PDV-045,FRTR-500,12,11,7,30.49,0.0,30.49,13.97,213.44,97.8,115.65,5,9,0,0.9357
2025-01-20,21,2025-W04,PDV-046,FRTR-500,12,12,12,30.49,0.0,30.49,13.97,365.9,167.65,198.25,5,5,0,0.9568
2025-01-20,21,2025-W04,PDV-047,FRTR-500,10,10,10,30.49,0.0,30.49,13.97,304.92,139.71,165.21,2,2,0,0.9603
2025-01-20,21,2025-W04,PDV-048,FRTR-500,9,9,9,30.49,0.0,30.49,13.97,274.43,125.74,148.69,3,3,0,0.9575
2025-01-20,21,2025-W04,PDV-049,FRTR-500,10,10,9,30.49,0.0,30.49,13.97,274.43,125.74,148.69,4,5,0,0.965
2025-01-20,21,2025-W04,PDV-050,FRTR-500,14,13,17,30.49,0.0,30.49,13.97,518.36,237.51,280.85,4,0,0,0.9937
2025-01-20,21,2025-W04,PDV-051,FRTR-500,11,11,8,30.49,0.0,30.49,13.97,243.94,111.77,132.17,4,7,0,0.9682
2025-01-20,21,2025-W04,PDV-052,FRTR-500,13,12,10,30.49,0.0,30.49,13.97,304.92,139.71,165.21,4,6,0,0.9231
2025-01-20,21,2025-W04,PDV-053,FRTR-500,15,15,11,30.49,0.0,30.49,13.97,335.41,153.68,181.73,5,9,0,0.9447
2025-01-20,21,2025-W04,PDV-054,FRTR-500,13,12,7,30.49,0.0,30.49,13.97,213.44,97.8,115.65,6,11,0,0.9376
2025-01-20,21,2025-W04,PDV-055,FRTR-500,13,12,14,30.49,0.0,30.49,13.97,426.89,195.6,231.29,4,2,0,0.9575
2025-01-20,21,2025-W04,PDV-056,FRTR-500,17,16,9,30.49,0.0,30.49,13.97,274.43,125.74,148.69,4,11,0,0.9509
2025-01-20,21,2025-W04,PDV-057,FRTR-500,18,17,15,30.49,0.0,30.49,13.97,457.38,209.57,247.81,5,7,0,0.9372
2025-01-20,21,2025-W04,PDV-058,FRTR-500,14,13,14,30.49,0.0,30.49,13.97,426.89,195.6,231.29,6,5,0,0.9209
2025-01-20,21,2025-W04,PDV-059,FRTR-500,13,13,5,30.49,0.0,30.49,13.97,152.46,69.86,82.6,5,13,0,0.9453
2025-01-20,21,2025-W04,PDV-060,FRTR-500,13,13,16,30.49,0.0,30.49,13.97,487.87,223.54,264.33,3,0,0,0.939
2025-01-20,21,2025-W04,PDV-001,ENRG-473,12,12,6,45.74,0.0,45.74,23.29,274.43,139.71,134.72,4,10,0,0.9263
2025-01-20,21,2025-W04,PDV-002,ENRG-473,12,12,14,45.74,0.05,43.45,23.29,608.32,325.99,282.32,4,2,1,1.0
2025-01-20,21,2025-W04,PDV-003,ENRG-473,12,11,14,45.74,0.0,45.74,23.29,640.33,325.99,314.34,3,0,0,0.9565
